 ID,Company,Product,Issue,State,Submitted via,Date received,Date resolved,Timely response?,Consumer disputed?,state name,Date received,Date resolved,Resolution time(in days),Year,QTR (US FLY)
1439421,Barclays PLC,Credit card,Advertising and marketing,NM,Web,06/26/2015,06/26/2015,Yes,No,New Mexico,6/26/2015,6/26/2015,0,2015,Q2
1126070,"Pinnacle Credit Services, LLC",Debt collection,"Loan modification,collection,foreclosure",NY,Web,11/19/2014,11/19/2014,Yes,No,New York,11/19/2014,11/19/2014,0,2014,Q4
1358250,JPMorgan Chase & Co.,Student loan,Dealing with my lender or servicer,AL,Web,04/05/2015,04/05/2015,Yes,No,Alabama,05/04/2015,05/04/2015,0,2015,Q2
1363021,Equifax,Credit reporting,Credit reporting company's investigation,AL,Web,06/05/2015,06/05/2015,Yes,No,Alabama,05/06/2015,05/06/2015,0,2015,Q2
1668412,U.S. Bancorp,Bank account or service,Deposits and withdrawals,WA,Phone,11/23/2015,11/30/2015,Yes,No,Washington,11/23/2015,11/30/2015,7,2015,Q4
427893,"Navient Solutions, Inc.",Student loan,Repaying your loan,TX,Web,10/06/2013,11/06/2013,Yes,No,Texas,06/10/2013,06/11/2013,1,2013,Q2
1377371,Bank of America,Credit card,APR or interest rate,MA,Web,05/15/2015,05/15/2015,Yes,No,Massachusetts,5/15/2015,5/15/2015,0,2015,Q2
717672,"Credit Central Holdings, LLC",Debt collection,Improper contact or sharing of info,GA,Web,02/18/2014,02/21/2014,Yes,No,Georgia,2/18/2014,2/21/2014,3,2014,Q1
1617646,Speedy Cash Holdings,Debt collection,"Loan modification,collection,foreclosure",TX,Web,10/21/2015,10/21/2015,Yes,No,Texas,10/21/2015,10/21/2015,0,2015,Q4
401787,TCF National Bank,Bank account or service,Problems caused by my funds being low,MN,Email,07/05/2013,09/05/2013,Yes,No,Minnesota,05/07/2013,05/09/2013,2,2013,Q2
1908210,Equifax,Credit reporting,Credit reporting company's investigation,CA,Phone,03/05/2016,06/05/2016,Yes,No,California,05/03/2016,05/06/2016,3,2016,Q2
767906,Santander Consumer USA Holdings Inc,Consumer Loan,Managing the loan or lease,MA,Fax,03/14/2014,03/19/2014,Yes,No,Massachusetts,3/14/2014,3/19/2014,5,2014,Q1
772743,Ocwen,Mortgage,"Loan servicing, payments, escrow account",GA,Web,03/21/2014,03/28/2014,Yes,Yes,Georgia,3/21/2014,3/28/2014,7,2014,Q1
526434,Encore Capital Group,Debt collection,False statements or representation,GA,Web,09/15/2013,09/17/2013,Yes,Yes,Georgia,9/15/2013,9/17/2013,2,2013,Q3
420328,Equifax,Credit reporting,Credit reporting company's investigation,FL,Web,05/30/2013,05/30/2013,Yes,No,Florida,5/30/2013,5/30/2013,0,2013,Q2
1032061,Wells Fargo & Company,Money transfers,Fraud or scam,AZ,Web,09/16/2014,09/16/2014,Yes,No,Arizona,9/16/2014,9/16/2014,0,2014,Q3
1493910,Rash Curtis and Associates,Debt collection,"Loan modification,collection,foreclosure",CA,Web,07/30/2015,07/30/2015,Yes,Yes,California,7/30/2015,7/30/2015,0,2015,Q3
1520565,First National Bank of Pennsylvania,Money transfers,Wrong amount charged or received,OH,Web,08/15/2015,08/15/2015,Yes,No,Ohio,8/15/2015,8/15/2015,0,2015,Q3
1161217,M&T Bank Corporation,Consumer Loan,Managing the loan or lease,MA,Web,12/17/2014,12/17/2014,Yes,No,Massachusetts,12/17/2014,12/17/2014,0,2014,Q4
423800,Citibank,Credit card,Credit line increase/decrease,VA,Web,04/06/2013,04/06/2013,Yes,No,Virginia,06/04/2013,06/04/2013,0,2013,Q2
222457,Specialized Loan Servicing LLC,Mortgage,"Loan servicing, payments, escrow account",CA,Web,06/01/2013,07/01/2013,Yes,No,California,01/06/2013,01/07/2013,1,2013,Q1
1025886,Sallie Mae,Student loan,Dealing with my lender or servicer,VA,Web,12/09/2014,12/09/2014,Yes,Yes,Virginia,09/12/2014,09/12/2014,0,2014,Q3
1554791,Citibank,Credit card,Identity theft / Fraud / Embezzlement,FL,Web,07/09/2015,07/09/2015,Yes,No,Florida,09/07/2015,09/07/2015,0,2015,Q3
279778,Barclays PLC,Credit card,Convenience checks,IL,Phone,01/31/2013,01/31/2013,Yes,Yes,Illinois,1/31/2013,1/31/2013,0,2013,Q1
1002087,Ocwen,Mortgage,"Loan servicing, payments, escrow account",CA,Web,08/26/2014,08/26/2014,Yes,No,California,8/26/2014,8/26/2014,0,2014,Q3
503328,"I.Q. Data International, Inc.",Debt collection,"Loan modification,collection,foreclosure",IL,Email,08/24/2013,08/26/2013,Yes,Yes,Illinois,8/24/2013,8/26/2013,2,2013,Q3
1625036,Ocwen,Mortgage,"Loan servicing, payments, escrow account",PA,Web,10/26/2015,10/26/2015,Yes,No,Pennsylvania,10/26/2015,10/26/2015,0,2015,Q4
1756835,"SunTrust Banks, Inc.",Bank account or service,Using a debit or ATM card,FL,Web,01/25/2016,01/25/2016,Yes,Yes,Florida,1/25/2016,1/25/2016,0,2016,Q1
1379556,"TransUnion Intermediate Holdings, Inc.",Credit reporting,Credit reporting company's investigation,NM,Web,05/17/2015,05/17/2015,Yes,No,New Mexico,5/17/2015,5/17/2015,0,2015,Q2
2042346,Round Point Mortgage,Mortgage,"Loan servicing, payments, escrow account",MN,Web,02/08/2016,02/08/2016,Yes,No,Minnesota,08/02/2016,08/02/2016,0,2016,Q3
1090711,Bank of America,Bank account or service,"Account opening, closing, or management",TX,Email,10/27/2014,10/30/2014,Yes,Yes,Texas,10/27/2014,10/30/2014,3,2014,Q4
1249479,BB&T Financial,Bank account or service,"Account opening, closing, or management",NC,Web,02/20/2015,02/20/2015,Yes,No,North Carolina,2/20/2015,2/20/2015,0,2015,Q1
1216349,U.S. Bancorp,Bank account or service,Problems caused by my funds being low,IL,Email,01/29/2015,02/02/2015,Yes,No,Illinois,1/29/2015,02/02/2015,4,2015,Q1
1093281,Allied Interstate LLC,Debt collection,Communication tactics,DC,Web,10/30/2014,10/30/2014,Yes,No,District of Columbia,10/30/2014,10/30/2014,0,2014,Q4
1226375,Bank of America,Credit card,Delinquent account,AZ,Postal mail,05/02/2015,06/02/2015,Yes,No,Arizona,02/05/2015,02/06/2015,1,2015,Q1
563219,Wells Fargo & Company,Mortgage,"Application, originator, mortgage broker",AZ,Web,10/18/2013,10/21/2013,Yes,Yes,Arizona,10/18/2013,10/21/2013,3,2013,Q4
2042918,Equifax,Credit reporting,Unable to get credit report/credit score,NJ,Postal mail,02/08/2016,04/08/2016,Yes,No,New Jersey,08/02/2016,08/04/2016,2,2016,Q3
1240389,Wells Fargo & Company,Mortgage,Settlement process and costs,PA,Email,02/13/2015,02/20/2015,Yes,No,Pennsylvania,2/13/2015,2/20/2015,7,2015,Q1
1575692,"SunTrust Banks, Inc.",Bank account or service,"Account opening, closing, or management",FL,Email,09/22/2015,09/25/2015,Yes,Yes,Florida,9/22/2015,9/25/2015,3,2015,Q3
1301460,Capital One,Credit card,Customer service / Customer relations,TX,Web,03/25/2015,03/25/2015,Yes,Yes,Texas,3/25/2015,3/25/2015,0,2015,Q1
1400201,"Seterus, Inc.",Mortgage,"Loan servicing, payments, escrow account",FL,Email,01/06/2015,03/06/2015,Yes,No,Florida,06/01/2015,06/03/2015,2,2015,Q2
651187,"Navient Solutions, Inc.",Student loan,Dealing with my lender or servicer,NJ,Fax,12/31/2013,02/01/2014,Yes,No,New Jersey,12/31/2013,01/02/2014,2,2013,Q4
422004,Citibank,Credit card,Billing disputes,FL,Web,01/06/2013,01/06/2013,Yes,Yes,Florida,06/01/2013,06/01/2013,0,2013,Q2
1012063,Wells Fargo & Company,Bank account or service,"Making/receiving payments, sending money",AK,Web,03/09/2014,03/09/2014,Yes,No,Alaska,09/03/2014,09/03/2014,0,2014,Q3
1316427,Nissan Motor Acceptance Corporation,Consumer Loan,Problems when you are unable to pay,CT,Web,06/04/2015,06/04/2015,Yes,No,Connecticut,04/06/2015,04/06/2015,0,2015,Q2
272881,BMO Harris,Mortgage,"Loan servicing, payments, escrow account",WI,Web,01/29/2013,01/29/2013,Yes,No,Wisconsin,1/29/2013,1/29/2013,0,2013,Q1
1061444,RJM Acquisitions LLC (Closed),Debt collection,Communication tactics,GA,Phone,07/10/2014,10/14/2014,Yes,No,Georgia,10/07/2014,10/14/2014,7,2014,Q4
1465391,Wells Fargo & Company,Bank account or service,Deposits and withdrawals,NJ,Email,07/13/2015,07/14/2015,Yes,No,New Jersey,7/13/2015,7/14/2015,1,2015,Q3
1439481,"PayPal Holdings, Inc.",Consumer Loan,Taking out the loan or lease,MO,Web,06/26/2015,06/26/2015,Yes,Yes,Missouri,6/26/2015,6/26/2015,0,2015,Q2
1735198,"TransUnion Intermediate Holdings, Inc.",Credit reporting,Unable to get credit report/credit score,CA,Web,10/01/2016,10/01/2016,Yes,Yes,California,01/10/2016,01/10/2016,0,2016,Q1
2025247,Bank of America,Bank account or service,Deposits and withdrawals,PA,Email,07/22/2016,07/22/2016,Yes,No,Pennsylvania,7/22/2016,7/22/2016,0,2016,Q3
2006995,Transworld Systems Inc.,Student loan,Dealing with my lender or servicer,CA,Web,11/07/2016,11/07/2016,Yes,No,California,07/11/2016,07/11/2016,0,2016,Q3
799337,"Expert Global Solutions, Inc.",Debt collection,Communication tactics,CA,Web,08/04/2014,09/04/2014,Yes,No,California,04/08/2014,04/09/2014,1,2014,Q2
1385729,"Portfolio Recovery Associates, Inc.",Debt collection,Improper contact or sharing of info,WA,Web,05/20/2015,05/20/2015,Yes,No,Washington,5/20/2015,5/20/2015,0,2015,Q2
769285,Encore Capital Group,Debt collection,Improper contact or sharing of info,MI,Web,03/20/2014,03/20/2014,Yes,No,Michigan,3/20/2014,3/20/2014,0,2014,Q1
686878,Citibank,Credit card,Unsolicited issuance of credit card,GA,Web,01/27/2014,01/27/2014,Yes,No,Georgia,1/27/2014,1/27/2014,0,2014,Q1
1198730,Wells Fargo & Company,Credit card,Payoff process,VA,Web,01/19/2015,01/19/2015,Yes,No,Virginia,1/19/2015,1/19/2015,0,2015,Q1
1670811,Discover,Credit card,Delinquent account,CA,Web,11/24/2015,11/24/2015,Yes,No,California,11/24/2015,11/24/2015,0,2015,Q4
342927,Bank of America,Mortgage,"Loan servicing, payments, escrow account",LA,Email,06/03/2013,07/03/2013,Yes,No,Louisiana,03/06/2013,03/07/2013,1,2013,Q1
1235152,Receivables Performance Management LLC,Debt collection,Communication tactics,OK,Web,11/02/2015,11/02/2015,Yes,No,Oklahoma,02/11/2015,02/11/2015,0,2015,Q1
1454570,Capital One,Bank account or service,Deposits and withdrawals,TX,Web,07/07/2015,07/07/2015,Yes,No,Texas,07/07/2015,07/07/2015,0,2015,Q3
676110,Capital One,Credit card,Customer service / Customer relations,NJ,Web,01/18/2014,01/18/2014,Yes,Yes,New Jersey,1/18/2014,1/18/2014,0,2014,Q1
387065,Nationstar Mortgage,Mortgage,"Loan servicing, payments, escrow account",NE,Web,04/19/2013,04/22/2013,Yes,No,Nebraska,4/19/2013,4/22/2013,3,2013,Q2
871891,Encore Capital Group,Debt collection,"Loan modification,collection,foreclosure",CA,Web,05/29/2014,05/29/2014,Yes,No,California,5/29/2014,5/29/2014,0,2014,Q2
878201,Alorica Inc.,Debt collection,"Loan modification,collection,foreclosure",TX,Web,03/06/2014,05/06/2014,Yes,No,Texas,06/03/2014,06/05/2014,2,2014,Q2
1070729,JPMorgan Chase & Co.,Bank account or service,"Account opening, closing, or management",NJ,Email,10/14/2014,10/20/2014,Yes,No,New Jersey,10/14/2014,10/20/2014,6,2014,Q4
431012,Capital One,Credit card,APR or interest rate,NY,Phone,06/06/2013,07/06/2013,Yes,No,New York,06/06/2013,06/07/2013,1,2013,Q2
757607,"United Collection Bureau, Inc.",Debt collection,False statements or representation,WA,Web,11/03/2014,12/03/2014,Yes,Yes,Washington,03/11/2014,03/12/2014,1,2014,Q1
1814414,Citizens First Wholesale Mortgage Co.,Mortgage,"Application, originator, mortgage broker",ME,Phone,03/03/2016,04/22/2016,Yes,No,Maine,03/03/2016,4/22/2016,50,2016,Q1
1038385,Experian,Credit reporting,Unable to get credit report/credit score,CA,Web,09/22/2014,09/24/2014,Yes,No,California,9/22/2014,9/24/2014,2,2014,Q3
332456,Provident Funding,Mortgage,"Loan servicing, payments, escrow account",PA,Web,02/26/2013,02/26/2013,Yes,No,Pennsylvania,2/26/2013,2/26/2013,0,2013,Q1
812660,Ocwen,Mortgage,"Loan servicing, payments, escrow account",WA,Postal mail,04/17/2014,04/22/2014,Yes,No,Washington,4/17/2014,4/22/2014,5,2014,Q2
386674,AES/PHEAA,Student loan,Repaying your loan,NY,Phone,04/18/2013,04/22/2013,Yes,Yes,New York,4/18/2013,4/22/2013,4,2013,Q2
1151072,Discover,Credit card,Credit line increase/decrease,CT,Web,10/12/2014,10/12/2014,Yes,No,Connecticut,12/10/2014,12/10/2014,0,2014,Q4
2059275,Resurgent Capital Services L.P.,Debt collection,"Loan modification,collection,foreclosure",SC,Web,11/08/2016,11/08/2016,Yes,No,South Carolina,08/11/2016,08/11/2016,0,2016,Q3
1776389,HSBC North America Holdings Inc.,Mortgage,"Loan servicing, payments, escrow account",CA,Web,07/02/2016,07/02/2016,Yes,Yes,California,02/07/2016,02/07/2016,0,2016,Q1
1146303,Experian,Credit reporting,Improper use of my credit report,TX,Web,07/12/2014,10/12/2014,Yes,No,Texas,12/07/2014,12/10/2014,3,2014,Q4
1773806,Ally Financial Inc.,Consumer Loan,Taking out the loan or lease,TX,Web,04/02/2016,04/02/2016,Yes,No,Texas,02/04/2016,02/04/2016,0,2016,Q1
882473,"SunTrust Banks, Inc.",Consumer Loan,Managing the loan or lease,VA,Web,05/06/2014,05/06/2014,Yes,No,Virginia,06/05/2014,06/05/2014,0,2014,Q2
2031747,"TransUnion Intermediate Holdings, Inc.",Credit reporting,Credit reporting company's investigation,DC,Postal mail,07/26/2016,07/28/2016,Yes,No,District of Columbia,7/26/2016,7/28/2016,2,2016,Q3
2169117,HSBC North America Holdings Inc.,Bank account or service,Deposits and withdrawals,AZ,Web,10/19/2016,10/19/2016,Yes,Yes,Arizona,10/19/2016,10/19/2016,0,2016,Q4
330721,Wells Fargo & Company,Bank account or service,"Account opening, closing, or management",OR,Email,02/25/2013,02/26/2013,Yes,Yes,Oregon,2/25/2013,2/26/2013,1,2013,Q1
1868438,Sunrise Credit Services Inc.,Debt collection,Improper contact or sharing of info,GA,Web,07/04/2016,09/04/2016,Yes,No,Georgia,04/07/2016,04/09/2016,2,2016,Q2
1927455,"Campus Student Funding, LLC",Student loan,Can't repay my loan,CA,Web,05/16/2016,05/16/2016,Yes,No,California,5/16/2016,5/16/2016,0,2016,Q2
1468756,JPMorgan Chase & Co.,Debt collection,"Loan modification,collection,foreclosure",CA,Web,07/15/2015,07/15/2015,Yes,No,California,7/15/2015,7/15/2015,0,2015,Q3
1676443,JPMorgan Chase & Co.,Bank account or service,Problems caused by my funds being low,CA,Web,11/30/2015,11/30/2015,Yes,Yes,California,11/30/2015,11/30/2015,0,2015,Q4
2002442,BlueChip Financial,Payday loan,Charged fees or interest I didn't expect,KY,Web,07/07/2016,07/17/2016,Yes,No,Kentucky,07/07/2016,7/17/2016,10,2016,Q3
1996979,"TransUnion Intermediate Holdings, Inc.",Credit reporting,Credit monitoring or identity protection,NV,Web,04/07/2016,06/07/2016,Yes,No,Nevada,07/04/2016,07/06/2016,2,2016,Q3
1164635,Financial Credit Network Inc,Debt collection,Communication tactics,CA,Web,12/19/2014,12/19/2014,Yes,No,California,12/19/2014,12/19/2014,0,2014,Q4
503137,ACS Education Services,Student loan,Repaying your loan,DE,Web,08/23/2013,08/27/2013,Yes,Yes,Delaware,8/23/2013,8/27/2013,4,2013,Q3
1920171,JPMorgan Chase & Co.,Debt collection,"Loan modification,collection,foreclosure",NY,Web,11/05/2016,11/05/2016,Yes,No,New York,05/11/2016,05/11/2016,0,2016,Q2
1902659,Great Lakes,Student loan,Dealing with my lender or servicer,SC,Web,04/29/2016,04/29/2016,Yes,No,South Carolina,4/29/2016,4/29/2016,0,2016,Q2
1975443,Transworld Systems Inc.,Student loan,Dealing with my lender or servicer,FL,Web,06/20/2016,06/22/2016,Yes,No,Florida,6/20/2016,6/22/2016,2,2016,Q2
415195,Capital One,Credit card,Balance transfer,DE,Web,05/23/2013,05/24/2013,Yes,No,Delaware,5/23/2013,5/24/2013,1,2013,Q2
1617389,Wells Fargo & Company,Bank account or service,Deposits and withdrawals,WI,Email,10/21/2015,10/26/2015,Yes,No,Wisconsin,10/21/2015,10/26/2015,5,2015,Q4
1386925,ERC,Debt collection,"Loan modification,collection,foreclosure",TX,Web,05/21/2015,05/21/2015,Yes,No,Texas,5/21/2015,5/21/2015,0,2015,Q2
641463,Equifax,Credit reporting,Unable to get credit report/credit score,IL,Web,12/21/2013,12/21/2013,Yes,No,Illinois,12/21/2013,12/21/2013,0,2013,Q4
1591066,JPMorgan Chase & Co.,Bank account or service,"Account opening, closing, or management",CA,Phone,02/10/2015,02/10/2015,Yes,No,California,10/02/2015,10/02/2015,0,2015,Q4
1016911,First Citizens,Bank account or service,Deposits and withdrawals,NC,Web,05/09/2014,05/09/2014,Yes,No,North Carolina,09/05/2014,09/05/2014,0,2014,Q3
1235395,"United Collection Bureau, Inc.",Debt collection,Improper contact or sharing of info,CA,Web,11/02/2015,11/24/2015,Yes,No,California,02/11/2015,11/24/2015,286,2015,Q1
834725,BB&T Financial,Consumer Loan,Problems when you are unable to pay,IL,Web,01/05/2014,01/05/2014,Yes,No,Illinois,05/01/2014,05/01/2014,0,2014,Q2
1557917,Loan Care,Mortgage,"Loan servicing, payments, escrow account",CA,Web,09/09/2015,09/09/2015,Yes,No,California,09/09/2015,09/09/2015,0,2015,Q3
371451,Citibank,Credit card,Billing disputes,PA,Web,02/04/2013,02/04/2013,Yes,Yes,Pennsylvania,04/02/2013,04/02/2013,0,2013,Q2
416356,Bank of America,Bank account or service,Problems caused by my funds being low,GA,Web,05/24/2013,05/28/2013,Yes,Yes,Georgia,5/24/2013,5/28/2013,4,2013,Q2
1211162,Financial Data Systems,Debt collection,Communication tactics,NC,Web,01/27/2015,02/02/2015,Yes,No,North Carolina,1/27/2015,02/02/2015,6,2015,Q1
1331524,Nationstar Mortgage,Mortgage,"Application, originator, mortgage broker",NY,Phone,04/15/2015,04/17/2015,Yes,No,New York,4/15/2015,4/17/2015,2,2015,Q2
1477049,AllianceOne Recievables Management,Debt collection,"Loan modification,collection,foreclosure",WA,Web,07/17/2015,07/17/2015,Yes,Yes,Washington,7/17/2015,7/17/2015,0,2015,Q3
978438,Wells Fargo & Company,Bank account or service,Deposits and withdrawals,CA,Web,11/08/2014,11/08/2014,Yes,No,California,08/11/2014,08/11/2014,0,2014,Q3
702160,Equifax,Credit reporting,Unable to get credit report/credit score,CA,Web,05/02/2014,06/02/2014,Yes,No,California,02/05/2014,02/06/2014,1,2014,Q1
1778368,Ally Financial Inc.,Consumer Loan,Managing the loan or lease,GA,Web,08/02/2016,08/02/2016,Yes,No,Georgia,02/08/2016,02/08/2016,0,2016,Q1
878585,PNC Bank N.A.,Mortgage,Settlement process and costs,PA,Phone,03/06/2014,05/06/2014,Yes,No,Pennsylvania,06/03/2014,06/05/2014,2,2014,Q2
1626927,Equifax,Credit reporting,Credit reporting company's investigation,CO,Web,10/27/2015,10/27/2015,Yes,No,Colorado,10/27/2015,10/27/2015,0,2015,Q4
1973027,Nationstar Mortgage,Mortgage,"Loan servicing, payments, escrow account",CA,Email,06/16/2016,06/20/2016,Yes,Yes,California,6/16/2016,6/20/2016,4,2016,Q2
2207193,JPMorgan Chase & Co.,Credit card,Billing disputes,CT,Web,11/15/2016,11/15/2016,Yes,Yes,Connecticut,11/15/2016,11/15/2016,0,2016,Q4
392337,Discover,Credit card,Payoff process,OH,Fax,04/25/2013,04/26/2013,Yes,No,Ohio,4/25/2013,4/26/2013,1,2013,Q2
1311993,Equifax,Credit reporting,Unable to get credit report/credit score,ME,Web,01/04/2015,03/04/2015,Yes,No,Maine,04/01/2015,04/03/2015,2,2015,Q2
1914523,BB&T Financial,Mortgage,"Loan servicing, payments, escrow account",NC,Web,06/05/2016,08/05/2016,Yes,No,North Carolina,05/06/2016,05/08/2016,2,2016,Q2
1878481,AES/PHEAA,Student loan,Dealing with my lender or servicer,CA,Web,04/13/2016,04/13/2016,Yes,Yes,California,4/13/2016,4/13/2016,0,2016,Q2
349672,Wells Fargo & Company,Credit card,Payoff process,WI,Web,11/03/2013,12/03/2013,Yes,No,Wisconsin,03/11/2013,03/12/2013,1,2013,Q1
816051,Bank of America,Bank account or service,Problems caused by my funds being low,NJ,Web,04/19/2014,04/19/2014,Yes,No,New Jersey,4/19/2014,4/19/2014,0,2014,Q2
1634148,Nationstar Mortgage,Mortgage,Settlement process and costs,TX,Web,10/31/2015,10/31/2015,Yes,No,Texas,10/31/2015,10/31/2015,0,2015,Q4
599862,Bank of America,Mortgage,"Loan servicing, payments, escrow account",FL,Postal mail,11/14/2013,11/14/2013,Yes,No,Florida,11/14/2013,11/14/2013,0,2013,Q4
508533,Ocwen,Mortgage,"Loan servicing, payments, escrow account",MN,Web,08/29/2013,08/30/2013,Yes,No,Minnesota,8/29/2013,8/30/2013,1,2013,Q3
719058,"Uptain Group, Inc.",Debt collection,Communication tactics,GA,Web,02/18/2014,02/25/2014,Yes,Yes,Georgia,2/18/2014,2/25/2014,7,2014,Q1
1752480,Zions Bancorporation,Bank account or service,Deposits and withdrawals,NV,Email,01/21/2016,01/28/2016,Yes,No,Nevada,1/21/2016,1/28/2016,7,2016,Q1
2044570,Equifax,Credit reporting,Unable to get credit report/credit score,FL,Postal mail,03/08/2016,04/08/2016,Yes,No,Florida,08/03/2016,08/04/2016,1,2016,Q3
1864147,Ocwen,Mortgage,"Loan servicing, payments, escrow account",GA,Web,05/04/2016,05/04/2016,Yes,No,Georgia,04/05/2016,04/05/2016,0,2016,Q2
1642225,Experian,Credit reporting,Improper use of my credit report,FL,Web,05/11/2015,05/11/2015,Yes,No,Florida,11/05/2015,11/05/2015,0,2015,Q4
412280,Capital One,Credit card,Credit determination,AK,Email,05/21/2013,05/23/2013,Yes,No,Alaska,5/21/2013,5/23/2013,2,2013,Q2
905905,Synchrony Financial,Debt collection,"Loan modification,collection,foreclosure",GA,Web,06/23/2014,06/25/2014,Yes,No,Georgia,6/23/2014,6/25/2014,2,2014,Q2
661391,Encore Capital Group,Debt collection,"Loan modification,collection,foreclosure",VA,Email,09/01/2014,09/01/2014,Yes,No,Virginia,01/09/2014,01/09/2014,0,2014,Q1
1491571,U.S. Bancorp,Bank account or service,"Account opening, closing, or management",OR,Web,07/28/2015,07/28/2015,Yes,Yes,Oregon,7/28/2015,7/28/2015,0,2015,Q3
1484331,Bank of America,Bank account or service,Deposits and withdrawals,VA,Web,07/23/2015,07/23/2015,Yes,Yes,Virginia,7/23/2015,7/23/2015,0,2015,Q3
2084308,"Diversified Consultants, Inc.",Debt collection,"Loan modification,collection,foreclosure",IL,Web,08/27/2016,08/27/2016,Yes,No,Illinois,8/27/2016,8/27/2016,0,2016,Q3
1167427,"Caliber Home Loans, Inc",Debt collection,Communication tactics,DC,Email,12/22/2014,12/29/2014,Yes,No,District of Columbia,12/22/2014,12/29/2014,7,2014,Q4
1944207,"TransUnion Intermediate Holdings, Inc.",Credit reporting,Improper use of my credit report,VA,Postal mail,05/26/2016,08/06/2016,Yes,Yes,Virginia,5/26/2016,06/08/2016,13,2016,Q2
2061496,Navy FCU,Bank account or service,"Account opening, closing, or management",GA,Phone,12/08/2016,12/08/2016,Yes,No,Georgia,08/12/2016,08/12/2016,0,2016,Q3
2098320,Amex,Credit card,Rewards,CA,Web,07/09/2016,07/09/2016,Yes,No,California,09/07/2016,09/07/2016,0,2016,Q3
596267,"Community Choice Financial, Inc.",Debt collection,Improper contact or sharing of info,TX,Web,11/13/2013,11/13/2013,Yes,No,Texas,11/13/2013,11/13/2013,0,2013,Q4
937935,Synchrony Financial,Consumer Loan,Managing the loan or lease,FL,Web,07/15/2014,07/15/2014,Yes,No,Florida,7/15/2014,7/15/2014,0,2014,Q3
995512,R & B Corporation of Virginia,Debt collection,Improper contact or sharing of info,VA,Web,08/21/2014,08/21/2014,Yes,No,Virginia,8/21/2014,8/21/2014,0,2014,Q3
437722,"SunTrust Banks, Inc.",Mortgage,"Loan servicing, payments, escrow account",GA,Web,06/20/2013,06/20/2013,Yes,No,Georgia,6/20/2013,6/20/2013,0,2013,Q2
573224,"Law Office of Joe Pezzuto, LLC",Debt collection,Communication tactics,AZ,Postal mail,10/28/2013,10/29/2013,Yes,No,Arizona,10/28/2013,10/29/2013,1,2013,Q4
737228,Equifax,Credit reporting,Improper use of my credit report,WI,Web,02/28/2014,04/03/2014,Yes,No,Wisconsin,2/28/2014,03/04/2014,4,2014,Q1
432535,PNC Bank N.A.,Bank account or service,"Account opening, closing, or management",,Phone,06/14/2013,06/18/2013,Yes,No,#N/A,6/14/2013,6/18/2013,4,2013,Q2
1675201,"Navient Solutions, Inc.",Student loan,Can't repay my loan,FL,Web,11/30/2015,11/30/2015,Yes,No,Florida,11/30/2015,11/30/2015,0,2015,Q4
535628,Caine & Weiner Co. Inc.,Debt collection,Improper contact or sharing of info,IL,Web,09/21/2013,09/21/2013,Yes,Yes,Illinois,9/21/2013,9/21/2013,0,2013,Q3
1420596,"WAKEFIELD & ASSOCIATES, INC.",Debt collection,"Loan modification,collection,foreclosure",CO,Web,06/15/2015,06/17/2015,No,Yes,Colorado,6/15/2015,6/17/2015,2,2015,Q2
1885962,Nationstar Mortgage,Mortgage,"Loan servicing, payments, escrow account",MA,Web,04/19/2016,04/21/2016,Yes,No,Massachusetts,4/19/2016,4/21/2016,2,2016,Q2
1823090,JPMorgan Chase & Co.,Mortgage,"Loan servicing, payments, escrow account",AZ,Fax,08/03/2016,09/03/2016,Yes,No,Arizona,03/08/2016,03/09/2016,1,2016,Q1
1616626,TD Bank US Holding Company,Debt collection,False statements or representation,CO,Web,10/20/2015,10/23/2015,Yes,No,Colorado,10/20/2015,10/23/2015,3,2015,Q4
1167710,"Business Law Group, P.A.",Debt collection,False statements or representation,FL,Postal mail,12/23/2014,12/31/2014,No,No,Florida,12/23/2014,12/31/2014,8,2014,Q4
1981977,Citibank,Credit card,Rewards,IL,Web,06/23/2016,06/23/2016,Yes,No,Illinois,6/23/2016,6/23/2016,0,2016,Q2
1318618,Wells Fargo & Company,Bank account or service,Using a debit or ATM card,CA,Email,06/04/2015,08/04/2015,Yes,No,California,04/06/2015,04/08/2015,2,2015,Q2
585751,Ocwen,Mortgage,"Loan servicing, payments, escrow account",PA,Web,05/11/2013,05/11/2013,Yes,No,Pennsylvania,11/05/2013,11/05/2013,0,2013,Q4
827042,Residential Credit Solutions,Mortgage,"Application, originator, mortgage broker",NY,Web,04/28/2014,04/28/2014,No,No,New York,4/28/2014,4/28/2014,0,2014,Q2
1410921,"Planet Home Lending, LLC",Mortgage,"Application, originator, mortgage broker",TX,Web,08/06/2015,08/06/2015,Yes,Yes,Texas,06/08/2015,06/08/2015,0,2015,Q2
1924485,Navy FCU,Consumer Loan,Managing the loan or lease,MD,Web,05/15/2016,05/18/2016,Yes,No,Maryland,5/15/2016,5/18/2016,3,2016,Q2
314099,Experian,Credit reporting,Unable to get credit report/credit score,UT,Web,12/02/2013,12/02/2013,Yes,Yes,Utah,02/12/2013,02/12/2013,0,2013,Q1
998752,Citibank,Credit card,Credit line increase/decrease,FL,Web,08/25/2014,08/25/2014,Yes,Yes,Florida,8/25/2014,8/25/2014,0,2014,Q3
1336047,Bank of America,Bank account or service,Deposits and withdrawals,FL,Web,04/17/2015,04/17/2015,Yes,Yes,Florida,4/17/2015,4/17/2015,0,2015,Q2
